CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
1997-7-3,23,16,8,10,7,4,93,55,31,1018,1017,1016,10,10,10,23,8,,0.00,3,,283
1997-7-4,24,17,10,8,6,4,76,48,34,1024,1021,1019,10,10,10,14,3,,0.00,5,,20
1997-7-5,26,18,11,10,8,5,76,50,34,1027,1026,1024,10,10,10,19,10,,0.00,1,,68
1997-7-6,31,21,12,12,9,7,72,48,30,1027,1025,1021,,,,21,13,,0.00,,,59
1997-7-7,33,23,14,17,11,7,67,44,27,1023,1021,1017,10,10,10,11,6,,0.00,1,,70
1997-7-8,33,24,16,15,12,7,64,42,31,1019,1016,1012,10,10,8,14,8,,0.00,5,Rain-Thunderstorm,58
1997-7-9,28,23,18,15,14,12,83,60,42,1015,1014,1012,10,10,7,32,10,19,0.00,3,Rain-Thunderstorm,31
1997-7-10,28,20,13,14,12,11,94,60,37,1017,1015,1014,10,10,10,23,6,,0.00,4,Rain-Thunderstorm,338
1997-7-11,30,22,14,13,12,9,88,52,33,1019,1017,1016,10,10,10,13,8,,0.00,2,,346
1997-7-12,33,23,14,15,12,9,77,47,29,1017,1015,1012,10,10,10,16,5,,0.00,2,,220
1997-7-13,34,28,22,16,13,10,53,40,30,1016,1014,1013,10,10,10,23,11,,0.00,2,,171
1997-7-14,35,27,19,16,13,9,53,41,32,1020,1017,1015,10,10,10,27,13,,0.00,3,,155
1997-7-15,33,24,17,18,15,10,94,52,30,1020,1017,1013,10,10,7,48,14,64,0.00,6,Rain-Thunderstorm,161
1997-7-16,28,22,16,16,13,10,94,64,32,1019,1016,1014,10,10,4,19,5,,0.00,4,Rain-Thunderstorm,313
1997-7-17,28,22,17,13,12,11,72,52,37,1019,1017,1016,10,10,10,23,6,,0.00,3,,23
1997-7-18,37,27,17,13,11,8,59,39,24,1020,1019,1016,10,10,10,21,11,,0.00,2,,27
1997-7-19,35,26,16,15,9,5,59,39,22,1022,1020,1018,10,10,10,19,10,,0.00,1,,19
1997-7-20,35,26,16,16,11,6,63,42,28,1020,1018,1015,10,10,10,16,6,,0.00,3,,5
1997-7-21,35,27,18,17,14,8,68,45,31,1016,1014,1011,10,10,9,16,5,,0.00,2,Rain-Thunderstorm,199
1997-7-22,30,24,18,18,15,13,88,64,37,1016,1014,1012,10,9,5,29,8,48,0.00,5,Rain-Thunderstorm,9
1997-7-23,30,23,16,17,14,12,94,62,35,1019,1017,1015,10,10,7,35,10,55,0.00,5,Rain-Thunderstorm,25
1997-7-24,31,23,16,14,12,10,82,54,31,1023,1021,1020,10,10,10,14,5,,0.00,3,,16
1997-7-25,36,26,16,14,13,9,77,45,25,1024,1023,1021,10,10,10,13,3,,0.00,1,,19
1997-7-26,37,27,17,15,12,8,63,38,24,1023,1022,1019,10,10,10,10,3,,0.00,2,,21
1997-7-27,34,27,19,19,12,9,65,42,24,1021,1020,1018,10,10,10,26,8,,0.00,4,Rain-Thunderstorm,15
1997-7-28,36,27,19,16,12,9,65,40,26,1020,1019,1016,10,10,7,23,6,,0.00,4,Rain-Thunderstorm,91
1997-7-29,36,27,18,17,14,12,78,50,27,1022,1019,1017,10,10,10,37,11,40,0.00,5,Thunderstorm,63
1997-7-30,36,29,22,16,13,11,57,42,27,1020,1019,1017,10,10,10,23,6,,0.00,4,Thunderstorm,71
1997-7-31,36,32,28,14,13,9,42,30,25,1021,1019,1017,10,10,10,10,6,,0.00,3,,105
1997-8-1,38,29,20,17,13,9,83,40,24,1018,1016,1013,10,10,10,10,3,,0.00,1,,15
1997-8-2,39,29,20,15,12,9,52,34,21,1017,1015,1013,10,10,10,16,8,,0.00,2,,4
1997-8-3,38,29,21,15,12,10,49,34,22,1017,1015,1013,10,10,10,21,8,,0.00,1,Thunderstorm,304
1997-8-4,34,27,20,18,14,11,83,52,26,1017,1015,1013,10,10,7,23,8,,0.00,3,Rain-Thunderstorm,83
1997-8-5,32,24,18,18,13,7,88,51,22,1016,1015,1013,10,10,10,26,8,,0.00,2,,244
1997-8-6,29,22,15,10,8,5,67,39,23,1015,1013,1011,10,10,10,24,8,,0.00,1,,263
1997-8-7,29,22,16,10,8,5,59,39,28,1013,1012,1011,10,10,10,16,6,,0.00,2,,213
1997-8-8,28,22,17,18,12,5,88,57,38,1017,1015,1012,10,10,9,37,6,,0.00,6,Rain-Thunderstorm,110
1997-8-9,32,24,17,16,14,12,83,55,29,1018,1017,1015,10,10,10,10,5,,0.00,3,,126
1997-8-10,28,23,19,16,13,9,83,54,32,1017,1016,1013,10,10,8,24,6,,0.00,5,Rain-Thunderstorm,245
1997-8-11,30,22,14,14,10,8,88,47,25,1022,1019,1016,10,10,10,16,6,,0.00,3,,152
1997-8-12,33,24,15,11,9,8,67,42,23,1023,1022,1020,10,10,10,13,3,,0.00,1,,120
1997-8-13,36,26,16,14,10,7,59,36,23,1024,1023,1021,,,,10,6,,0.00,,,132
1997-8-14,37,28,19,16,12,9,68,39,25,1024,1022,1019,10,10,10,16,6,,0.00,1,,153
1997-8-15,37,28,19,14,12,9,64,37,24,1021,1020,1016,10,10,9,34,10,55,0.00,4,Thunderstorm,124
1997-8-16,35,27,19,14,12,11,68,40,25,1020,1018,1016,10,10,10,23,11,,0.00,2,,331
1997-8-17,35,28,21,15,12,10,56,37,24,1020,1018,1016,10,10,10,16,6,34,0.00,3,,171
1997-8-18,35,28,20,15,12,8,68,40,22,1019,1018,1016,10,10,10,14,6,37,0.00,4,,226
1997-8-19,36,27,18,16,12,8,60,37,23,1018,1017,1015,10,10,10,16,5,24,0.00,1,,289
1997-8-20,37,28,19,15,11,7,49,34,22,1018,1016,1014,10,10,10,23,5,40,0.00,2,,312
1997-8-21,36,29,22,16,13,9,61,39,23,1019,1017,1016,10,10,10,23,8,,0.00,2,,129
1997-8-22,36,27,19,15,13,10,68,38,25,1022,1020,1018,10,10,10,14,6,,0.00,3,,122
1997-8-23,35,29,23,17,15,12,69,47,30,1020,1018,1016,10,10,8,40,6,50,0.00,4,Rain,162
1997-8-24,32,27,22,17,13,8,73,46,31,1018,1016,1013,10,10,10,19,6,,0.00,4,,140
1997-8-25,25,22,19,18,14,12,94,66,47,1015,1014,1013,10,10,5,27,11,47,0.00,6,Rain-Thunderstorm,193
1997-8-26,29,23,18,15,11,3,83,53,24,1015,1014,1012,10,10,7,37,10,,0.00,3,,190
1997-8-27,28,22,16,13,7,3,77,42,27,1014,1013,1011,10,10,7,34,18,52,0.00,5,Rain,214
1997-8-28,23,18,14,13,4,1,77,42,25,1023,1017,1012,10,10,10,37,21,48,0.00,3,Rain,288
1997-8-29,27,18,9,6,3,0,71,39,21,1025,1024,1022,10,10,10,21,8,,0.00,1,,230
1997-8-30,32,22,12,7,4,1,58,33,18,1023,1021,1017,,,,14,5,,0.00,,,195
1997-8-31,31,22,13,10,7,3,51,36,25,1019,1017,1015,10,10,10,19,5,,0.00,4,,239
1997-9-1,28,22,16,13,8,6,52,41,30,1020,1015,1013,10,10,10,23,8,40,0.00,2,,321
1997-9-2,27,20,14,7,6,5,59,40,28,1022,1021,1020,10,10,10,14,8,,0.00,1,,47
1997-9-3,32,21,11,11,7,3,58,38,22,1022,1020,1018,,,,10,5,,0.00,,,257
1997-9-4,34,23,13,12,7,4,54,36,21,1021,1020,1018,,,,11,3,,0.00,,,73
1997-9-5,35,25,15,15,9,5,52,37,23,1021,1019,1017,10,10,10,14,6,,0.00,1,,336
1997-9-6,34,26,18,14,11,7,56,40,28,1020,1019,1017,10,10,10,24,6,,0.00,2,,144
1997-9-7,32,23,16,13,11,6,68,42,24,1025,1023,1021,10,10,10,11,6,,0.00,1,,119
1997-9-8,34,24,16,14,9,6,59,39,26,1025,1023,1021,10,10,10,14,5,,0.00,2,,264
1997-9-9,34,26,17,13,10,7,56,38,24,1023,1021,1019,10,10,10,14,5,,0.00,1,,157
1997-9-10,34,24,16,13,9,6,63,39,23,1020,1018,1016,10,10,10,13,3,,0.00,1,,222
1997-9-11,35,26,16,11,8,5,52,35,21,1017,1015,1012,,,,23,6,,0.00,,,260
1997-9-12,32,23,16,13,9,5,52,38,29,1016,1014,1013,10,10,10,26,10,,0.00,2,,267
1997-9-13,27,23,20,13,11,9,53,46,36,1018,1016,1014,10,10,10,23,10,,0.00,4,,253
1997-9-14,28,22,16,14,12,11,72,56,39,1021,1019,1017,10,10,10,16,3,,0.00,4,,347
1997-9-15,28,22,16,14,12,10,77,55,36,1021,1020,1018,10,10,10,26,5,,0.00,4,,37
1997-9-16,29,22,15,13,11,9,77,51,32,1023,1021,1019,10,10,10,16,5,,0.00,3,,105
1997-9-17,28,21,14,12,11,10,77,50,34,1023,1022,1020,10,10,10,16,6,,0.00,3,,173
1997-9-18,29,21,14,13,10,6,72,48,28,1025,1023,1021,10,10,10,14,5,,0.00,1,,172
1997-9-19,30,22,14,13,9,6,67,45,28,1024,1022,1020,10,10,10,11,5,,0.00,1,,330
1997-9-20,30,23,16,12,9,7,63,43,29,1022,1021,1019,10,10,10,11,5,,0.00,3,,4
1997-9-21,30,22,14,12,10,8,77,49,29,1022,1020,1018,10,10,10,19,6,,0.00,3,,353
1997-9-22,30,22,15,14,9,3,67,44,21,1021,1019,1018,10,10,10,14,5,,0.00,2,,298
1997-9-23,30,22,14,15,10,5,64,48,29,1020,1019,1017,10,10,10,13,5,,0.00,2,,25
1997-9-24,30,23,16,14,9,6,68,47,30,1020,1018,1016,10,10,8,23,8,,0.00,4,Rain-Thunderstorm,345
1997-9-25,27,20,14,15,11,8,94,61,32,1021,1019,1018,10,9,3,21,6,,0.00,5,Rain-Thunderstorm,21
1997-9-26,21,18,16,14,13,11,77,73,56,1021,1020,1019,10,8,4,10,5,,0.00,7,Rain-Thunderstorm,64
1997-9-27,25,20,15,13,11,8,82,60,36,1019,1016,1013,10,10,8,14,6,,0.00,4,,57
1997-9-28,24,20,17,12,11,10,72,56,41,1025,1015,1013,10,10,10,13,6,,0.00,4,Rain,72
1997-9-29,27,21,16,12,11,8,77,54,32,1021,1017,1016,10,10,10,26,6,,0.00,4,,64
1997-9-30,28,22,16,14,12,9,77,57,32,1023,1022,1020,10,10,7,29,10,48,0.00,3,Rain-Thunderstorm,17
1997-10-1,27,21,15,13,11,9,82,57,34,1023,1022,1020,10,10,10,10,5,,0.00,3,,27
1997-10-2,30,23,16,12,10,7,77,50,25,1020,1018,1015,10,10,10,10,3,,0.00,2,,21
1997-10-3,30,21,13,10,8,5,63,43,27,1018,1017,1015,10,10,10,10,5,,0.00,1,,45
1997-10-4,31,22,13,10,8,6,72,47,23,1020,1018,1016,10,10,10,10,3,,0.00,2,,343
1997-10-5,26,20,14,12,9,8,72,53,36,1018,1015,1012,10,10,9,26,6,,0.00,4,Rain,134
1997-10-6,24,20,16,13,11,8,82,58,36,1012,1011,1009,10,10,8,23,10,,0.00,5,Rain,208
1997-10-7,25,20,15,13,11,8,82,59,36,1016,1013,1011,10,10,8,19,8,,0.00,4,,222
1997-10-8,24,19,14,11,10,7,82,61,36,1022,1019,1017,10,10,10,19,6,,0.00,3,,214
1997-10-9,27,18,10,10,8,5,82,52,28,1025,1023,1022,10,10,10,14,6,,0.00,1,,226
1997-10-10,29,20,12,12,10,7,77,51,33,1025,1023,1015,10,10,10,21,5,,0.00,2,,320
1997-10-11,30,22,14,13,11,10,82,53,30,1023,1020,1018,10,10,10,29,6,,0.00,1,,312
1997-10-12,25,20,16,12,8,2,72,44,29,1019,1017,1016,10,10,10,24,14,,0.00,2,,35
1997-10-13,19,14,11,3,1,0,54,42,30,1024,1020,1018,10,10,10,34,18,45,0.00,1,,16
1997-10-14,20,14,8,5,2,-1,57,44,35,1024,1023,1021,10,10,10,27,16,,0.00,3,,20
1997-10-15,23,13,4,2,0,-1,81,44,20,1023,1021,1018,10,10,10,11,6,,0.00,2,,342
1997-10-16,24,16,8,7,4,-1,66,45,31,1020,1018,1015,,,,10,3,,0.00,,,2
1997-10-17,26,16,7,8,4,1,81,51,23,1015,1014,1011,10,10,10,23,6,,0.00,1,,145
1997-10-18,25,18,12,10,9,7,77,56,34,1018,1016,1014,10,10,10,39,14,55,0.00,4,,117
1997-10-19,24,20,17,10,9,9,63,52,41,1018,1017,1016,10,10,10,37,24,,0.00,5,,180
1997-10-20,20,18,15,14,11,8,82,71,52,1016,1014,1013,10,9,7,24,6,,0.00,7,Rain,207
1997-10-21,23,19,16,13,12,8,82,67,41,1014,1013,1012,10,9,6,23,6,,0.00,5,,201
1997-10-22,22,18,15,13,11,8,82,63,46,1013,1012,1012,10,10,6,24,8,,0.00,6,,230
1997-10-23,19,14,10,10,8,5,82,65,43,1015,1014,1012,10,8,1,14,6,,0.00,4,Fog,236
1997-10-24,22,14,8,12,7,5,88,64,33,1017,1016,1016,10,10,10,10,3,,0.00,3,,356
1997-10-25,23,16,8,18,9,7,100,71,38,1021,1019,1018,10,10,8,11,3,,0.00,5,Rain,329
1997-10-26,21,16,12,13,12,9,100,78,49,1021,1020,1019,10,10,8,13,3,,0.00,5,,184
1997-10-27,19,16,13,15,13,12,100,86,68,1019,1016,1014,10,9,7,23,5,,0.00,6,Rain,200
1997-10-28,19,16,13,14,11,5,88,75,52,1019,1015,1014,10,10,8,29,18,,0.00,4,Rain,271
1997-10-29,18,11,5,4,0,-5,76,49,22,1024,1022,1019,10,10,10,24,13,,0.00,1,,45
1997-10-30,19,9,0,2,0,-2,93,61,24,1025,1023,1021,10,10,10,10,3,,0.00,1,,290
1997-10-31,17,9,1,3,0,-2,93,62,30,1023,1021,1020,,,,8,5,,0.00,,,352
1997-11-1,18,12,6,7,5,3,82,67,42,1020,1018,1017,10,10,10,11,5,,0.00,4,,10
1997-11-2,12,10,8,11,9,6,100,92,82,1017,1014,1011,10,6,3,11,6,,0.00,6,Rain,358
1997-11-3,19,14,11,15,11,8,100,85,52,1011,1008,1006,10,7,3,23,8,,0.00,6,Rain,295
1997-11-4,18,16,13,13,9,6,94,74,49,1013,1010,1007,10,9,4,24,14,42,0.00,6,Rain,248
1997-11-5,16,13,11,14,12,8,100,91,72,1012,1004,993,10,6,1,26,11,,0.00,8,Rain,194
1997-11-6,16,11,6,12,5,1,88,70,54,1003,992,981,10,9,5,58,27,103,0.00,5,Rain,224
1997-11-7,13,10,7,10,8,5,100,88,72,1008,1005,1003,10,10,8,19,11,,0.00,7,Rain,213
1997-11-8,14,12,11,10,8,5,82,72,62,1015,1012,1008,10,10,8,37,23,48,0.00,5,Rain,230
1997-11-9,15,12,9,10,7,4,93,74,48,1016,1014,1010,10,10,10,27,16,,0.00,5,Rain,233
1997-11-10,14,11,9,8,6,5,87,75,59,1014,1013,1011,10,10,10,29,18,48,0.00,3,,230
1997-11-11,12,10,8,8,3,-2,93,68,50,1010,1006,1004,10,9,7,29,26,48,0.00,5,Rain,255
1997-11-12,12,8,5,2,0,-2,81,56,41,1015,1011,1006,10,10,10,27,16,,0.00,3,,273
1997-11-13,9,7,5,8,7,3,100,93,81,1015,1011,1008,10,8,2,11,8,,0.00,7,Rain,250
1997-11-14,14,10,6,9,7,3,100,89,67,1021,1017,1012,10,4,0,11,3,,0.00,3,Fog,106
1997-11-15,13,9,6,8,7,5,100,90,72,1023,1022,1021,9,4,0,10,2,,0.00,2,Fog,61
1997-11-16,13,8,4,9,7,4,100,93,72,1022,1021,1020,7,2,0,11,3,,0.00,3,Fog,118
1997-11-17,10,8,7,8,8,7,100,93,87,1021,1018,1013,3,2,0,10,3,,0.00,8,Fog,45
1997-11-18,14,11,8,11,8,4,94,88,58,1013,1011,1009,10,3,1,14,6,,0.00,6,Fog-Rain,329
1997-11-19,16,11,6,9,5,0,93,71,34,1012,1010,1008,10,10,10,27,10,,0.00,4,,251
1997-11-20,16,11,7,10,7,2,93,73,51,1014,1012,1011,10,10,10,37,11,,0.00,4,,217
1997-11-21,13,10,7,8,6,4,93,82,54,1013,1010,1007,10,10,8,23,5,,0.00,6,Rain,207
1997-11-22,12,8,5,5,1,-2,93,64,41,1021,1015,1008,10,10,9,23,6,,0.00,5,Rain,315
1997-11-23,11,6,0,3,1,-1,93,77,54,1023,1021,1018,10,10,10,8,3,,0.00,3,,177
1997-11-24,8,4,2,7,4,2,100,93,87,1017,1011,1007,10,9,4,11,5,,0.00,6,Rain,358
1997-11-25,10,8,7,8,7,6,93,91,82,1010,1004,998,10,7,3,37,8,,0.00,7,Rain,160
1997-11-26,13,10,7,9,7,5,100,84,67,1012,1004,998,10,8,4,8,5,,0.00,5,Rain,27
1997-11-27,13,8,3,6,4,2,100,82,62,1019,1016,1012,10,6,0,13,5,,0.00,4,Fog,167
1997-11-28,11,9,7,9,7,5,94,88,82,1020,1019,1018,10,8,4,11,5,,0.00,7,Rain,211
1997-11-29,14,9,5,8,5,3,100,75,48,1021,1020,1018,10,8,0,29,13,37,0.00,4,Fog,254
1997-11-30,16,12,9,5,3,2,66,54,45,1023,1022,1020,10,10,10,29,21,42,0.00,4,,287
1997-12-1,16,10,5,5,4,2,87,65,45,1023,1021,1019,10,10,10,21,8,,0.00,3,,255
1997-12-2,17,11,6,8,6,3,93,70,52,1019,1015,1012,10,10,10,37,14,45,0.00,3,,247
1997-12-3,16,9,3,11,1,-1,87,69,50,1015,1013,1009,10,10,10,10,5,,0.00,5,,53
1997-12-4,6,2,-1,1,-2,-5,100,72,46,1010,1007,1005,10,8,1,39,13,48,0.00,7,Rain-Snow,36
1997-12-5,8,4,0,-2,-4,-6,80,57,43,1021,1013,1008,10,10,8,35,19,,0.00,3,Snow,49
1997-12-6,8,2,-3,-1,-2,-8,100,77,42,1024,1023,1022,10,8,7,10,2,,0.00,0,,41
1997-12-7,7,2,-3,2,-1,-4,100,83,57,1024,1023,1021,9,7,4,10,3,,0.00,3,Rain,47
1997-12-8,7,6,4,7,5,3,100,96,93,1022,1020,1018,7,2,0,3,2,,0.00,6,Fog-Rain,25
1997-12-9,7,6,6,7,5,4,100,91,81,1024,1022,1019,5,4,0,19,2,,0.00,7,Fog,13
1997-12-10,9,7,5,6,5,4,100,89,76,1028,1025,1024,5,3,1,6,2,,0.00,7,Fog,86
1997-12-11,10,8,7,8,7,6,100,92,87,1028,1026,1025,4,2,1,6,2,,0.00,7,Fog,123
1997-12-12,12,9,6,10,7,0,100,83,61,1028,1024,1022,10,5,0,19,5,,0.00,5,Fog-Rain,16
1997-12-13,11,4,-1,2,-1,-2,93,74,47,1030,1028,1026,10,10,10,10,5,,0.00,5,,4
1997-12-14,13,6,-2,0,-2,-4,100,72,33,1027,1025,1021,10,10,10,10,3,,0.00,3,,360
1997-12-15,8,2,-3,2,-1,-4,100,82,53,1021,1014,1008,10,10,10,11,5,,0.00,3,,21
1997-12-16,10,6,2,8,4,1,100,94,87,1006,1000,997,9,6,2,19,8,,0.00,7,Rain,338
1997-12-17,14,11,9,12,10,7,94,88,82,999,998,996,10,7,3,37,23,55,0.00,7,Rain,184
1997-12-18,14,10,7,12,6,3,93,77,58,1003,1000,996,10,10,7,42,26,63,0.00,6,Rain,209
1997-12-19,11,9,7,6,5,5,87,79,71,1007,1004,1001,10,10,10,29,14,48,0.00,5,Rain,211
1997-12-20,11,8,6,5,2,-1,87,68,44,1018,1012,1007,10,10,10,32,18,,0.00,5,,247
1997-12-21,10,8,6,8,6,3,93,87,76,1020,1017,1016,10,7,4,24,11,,0.00,6,Rain,205
1997-12-22,12,10,8,10,7,4,100,85,58,1019,1014,1011,10,6,1,39,6,,0.00,6,Rain,300
1997-12-23,13,8,3,5,3,2,93,70,51,1032,1027,1020,10,10,10,27,11,,0.00,3,,92
1997-12-24,10,6,1,5,3,0,100,89,71,1034,1032,1031,10,7,1,8,3,,0.00,5,Fog,357
1997-12-25,9,7,5,6,4,4,100,88,71,1032,1030,1028,5,3,0,11,5,27,0.00,6,Fog-Rain,152
1997-12-26,13,9,6,7,2,-3,100,71,35,1028,1025,1023,10,6,0,37,11,,0.00,3,Fog-Rain,246
1997-12-27,12,7,3,1,-1,-2,81,55,41,1027,1025,1024,10,10,10,35,18,,0.00,3,,278
1997-12-28,9,4,1,4,2,0,100,83,62,1025,1020,1015,10,10,10,13,3,,0.00,5,,194
1997-12-29,9,7,6,7,6,4,100,92,87,1015,1013,1011,10,5,1,10,5,,0.00,8,Fog,5
1997-12-30,12,9,7,8,7,7,100,86,72,1013,1012,1011,10,7,2,8,5,,0.00,8,Fog,354
1997-12-31,10,8,6,8,7,2,93,89,76,1013,1012,1011,10,9,4,16,5,,0.00,7,,128
